"","...1","age","university","housing","duration","contact","marital","previous","y"
"11226",11226,24,"no","no",93,"telephone","married",0,"no"
"11227",11227,57,"no","yes",61,"telephone","married",0,"no"
"11228",11228,30,"no","no",262,"telephone","single",0,"no"
"11229",11229,58,"no","no",246,"telephone","married",0,"no"
"11230",11230,26,"no","no",92,"telephone","single",0,"no"
"11231",11231,29,"no","yes",1318,"telephone","single",0,"yes"
"11232",11232,23,"no","no",197,"telephone","single",0,"no"
"11233",11233,47,"no","no",282,"telephone","married",0,"no"
"11234",11234,38,"no","no",922,"telephone","married",0,"yes"
"11235",11235,45,"yes","yes",163,"telephone","divorced",0,"no"
"11236",11236,52,"no","yes",26,"telephone","divorced",0,"no"
"11237",11237,29,"no","yes",63,"telephone","single",0,"no"
"11238",11238,43,"no","yes",176,"telephone","married",0,"no"
"11239",11239,36,"no","yes",67,"telephone","married",0,"no"
"11240",11240,38,"no","no",605,"telephone","married",0,"no"
"11241",11241,27,"no","yes",75,"telephone","married",0,"no"
"11242",11242,38,"no","yes",1411,"telephone","married",0,"no"
"11243",11243,52,"no","yes",83,"telephone","divorced",0,"no"
"11244",11244,52,"no","no",297,"telephone","divorced",0,"no"
"11245",11245,38,"no","yes",2028,"telephone","married",0,"yes"
"11246",11246,54,"no","no",211,"telephone","married",0,"no"
"11247",11247,39,"no","yes",453,"telephone","married",0,"no"
"11248",11248,28,"no","no",419,"telephone","married",0,"no"
"11249",11249,53,"yes","no",498,"telephone","married",0,"no"
"11250",11250,40,"yes","no",202,"telephone","married",0,"no"
"11251",11251,49,"yes","no",21,"telephone","married",0,"no"
"11252",11252,40,"no","yes",40,"telephone","married",0,"no"
"11253",11253,23,"no","no",148,"telephone","single",0,"no"
"11254",11254,36,"no","no",184,"telephone","single",0,"no"
"11255",11255,38,"no","no",55,"telephone","married",0,"no"
"11256",11256,31,"no","no",952,"telephone","married",0,"yes"
"11257",11257,36,"no","no",207,"telephone","single",0,"no"
"11258",11258,34,"no","no",238,"telephone","married",0,"no"
"11259",11259,35,"yes","yes",318,"telephone","divorced",0,"no"
"11260",11260,37,"no","no",232,"telephone","divorced",0,"no"
"11261",11261,57,"no","no",76,"telephone","married",0,"no"
"11262",11262,35,"no","no",153,"telephone","married",0,"no"
"11263",11263,58,"no","no",525,"telephone","married",0,"no"
"11264",11264,36,"no","no",97,"telephone","married",0,"no"
"11265",11265,49,"yes","no",216,"telephone","married",0,"no"
"11266",11266,38,"yes","no",142,"telephone","married",0,"no"
"11267",11267,39,"no","no",290,"telephone","single",0,"no"
"11268",11268,34,"no","yes",280,"telephone","married",0,"no"
"11269",11269,36,"no","yes",559,"telephone","married",0,"no"
"11270",11270,33,"no","no",67,"telephone","single",0,"no"
"11271",11271,59,"no","yes",235,"telephone","married",0,"no"
"11272",11272,57,"no","yes",107,"telephone","single",0,"no"
"11273",11273,55,"no","yes",368,"telephone","married",0,"no"
"11274",11274,25,"no","yes",74,"telephone","single",0,"no"
"11275",11275,55,"no","yes",1136,"telephone","married",0,"yes"
"11276",11276,23,"no","no",359,"telephone","single",0,"no"
"11277",11277,56,"no","no",64,"telephone","single",0,"no"
"11278",11278,31,"yes","no",73,"telephone","single",0,"no"
"11279",11279,51,"no","no",16,"telephone","married",0,"no"
"11280",11280,43,"no","no",409,"telephone","divorced",0,"no"
"11281",11281,45,"yes","no",65,"telephone","married",0,"no"
"11282",11282,57,"no","no",69,"telephone","married",0,"no"
"11283",11283,34,"no","no",722,"telephone","married",0,"no"
"11284",11284,31,"no","yes",133,"telephone","married",0,"no"
"11285",11285,37,"yes","no",288,"telephone","married",0,"no"
"11286",11286,29,"no","yes",120,"telephone","married",0,"no"
"11287",11287,60,"no","no",43,"telephone","married",0,"no"
"11288",11288,40,"no","yes",78,"telephone","single",0,"no"
"11289",11289,55,"no","no",166,"telephone","married",0,"no"
"11290",11290,43,"yes","no",30,"telephone","married",0,"no"
"11291",11291,45,"no","no",10,"telephone","married",0,"no"
"11292",11292,40,"no","yes",219,"telephone","married",0,"no"
"11293",11293,37,"no","yes",164,"telephone","married",0,"no"
"11294",11294,47,"yes","no",148,"telephone","married",0,"no"
"11295",11295,37,"no","no",11,"telephone","married",0,"no"
"11296",11296,28,"no","yes",130,"telephone","married",0,"no"
"11297",11297,52,"no","no",208,"telephone","married",0,"no"
"11298",11298,28,"no","no",140,"telephone","married",0,"no"
"11299",11299,25,"no","no",559,"telephone","single",0,"no"
"11300",11300,38,"no","no",224,"telephone","married",0,"no"
"11301",11301,55,"no","yes",93,"telephone","married",0,"no"
"11302",11302,53,"no","yes",177,"telephone","divorced",0,"no"
"11303",11303,35,"no","yes",405,"telephone","married",0,"no"
"11304",11304,45,"no","yes",69,"telephone","single",0,"no"
"11305",11305,28,"no","no",1017,"telephone","single",0,"no"
"11306",11306,36,"no","no",385,"telephone","single",0,"no"
"11307",11307,26,"no","no",237,"telephone","single",0,"no"
"11308",11308,45,"no","yes",237,"telephone","single",0,"no"
"11309",11309,38,"yes","no",202,"telephone","married",0,"no"
"11310",11310,46,"no","no",153,"telephone","married",0,"no"
"11311",11311,49,"yes","no",163,"telephone","divorced",0,"no"
"11312",11312,53,"no","no",97,"telephone","married",0,"no"
"11313",11313,49,"no","yes",216,"telephone","married",0,"no"
"11314",11314,42,"no","no",399,"telephone","married",0,"no"
"11315",11315,48,"no","yes",234,"telephone","married",0,"no"
"11316",11316,26,"no","yes",184,"telephone","single",0,"no"
"11317",11317,35,"no","yes",155,"telephone","single",0,"no"
"11318",11318,42,"no","no",500,"telephone","married",0,"yes"
"11319",11319,50,"no","yes",167,"telephone","married",0,"no"
"11320",11320,60,"yes","yes",89,"telephone","married",0,"no"
"11321",11321,56,"no","no",92,"telephone","married",0,"no"
"11322",11322,31,"no","no",296,"telephone","married",0,"no"
"11323",11323,46,"yes","yes",563,"telephone","married",0,"no"
"11324",11324,40,"no","no",146,"telephone","married",0,"no"
"11325",11325,42,"yes","no",92,"telephone","married",0,"no"
"11326",11326,33,"no","no",149,"telephone","divorced",0,"no"
"11327",11327,60,"no","yes",80,"telephone","married",0,"no"
"11328",11328,40,"no","no",354,"telephone","married",0,"no"
"11329",11329,52,"no","yes",106,"telephone","married",0,"no"
"11330",11330,42,"no","no",111,"telephone","divorced",0,"no"
"11331",11331,48,"no","no",136,"telephone","married",0,"no"
"11332",11332,34,"no","yes",549,"telephone","married",0,"no"
"11333",11333,34,"yes","no",267,"telephone","single",0,"no"
"11334",11334,48,"no","yes",461,"telephone","married",0,"no"
"11335",11335,26,"no","no",60,"telephone","single",0,"no"
"11336",11336,38,"no","yes",117,"telephone","married",0,"no"
"11337",11337,39,"yes","no",21,"telephone","married",0,"no"
"11338",11338,43,"no","no",104,"telephone","single",0,"no"
"11339",11339,29,"no","yes",15,"telephone","single",0,"no"
"11340",11340,37,"no","yes",216,"telephone","married",0,"no"
"11341",11341,28,"no","no",211,"telephone","married",0,"no"
"11342",11342,52,"no","no",71,"telephone","married",0,"no"
"11343",11343,25,"no","no",18,"telephone","married",0,"no"
"11344",11344,28,"no","yes",225,"telephone","married",0,"no"
"11345",11345,36,"no","no",59,"telephone","married",0,"no"
"11346",11346,47,"no","no",835,"telephone","single",0,"yes"
"11347",11347,37,"no","yes",683,"telephone","married",0,"yes"
"11348",11348,57,"no","yes",258,"telephone","married",0,"no"
"11349",11349,55,"yes","yes",1012,"telephone","married",0,"yes"
"11350",11350,39,"no","yes",233,"telephone","married",0,"no"
"11351",11351,38,"no","no",129,"telephone","married",0,"no"
"11352",11352,56,"no","no",91,"telephone","divorced",0,"no"
"11353",11353,52,"no","no",339,"telephone","divorced",0,"no"
"11354",11354,52,"no","no",90,"telephone","married",0,"no"
"11355",11355,39,"no","no",112,"telephone","married",0,"no"
"11356",11356,32,"yes","no",36,"telephone","single",0,"no"
"11357",11357,25,"no","yes",112,"telephone","single",0,"no"
"11358",11358,31,"no","no",9,"telephone","married",0,"no"
"11359",11359,33,"no","no",26,"telephone","divorced",0,"no"
"11360",11360,36,"yes","yes",55,"telephone","single",0,"no"
"11361",11361,26,"yes","no",2635,"telephone","single",0,"no"
"11362",11362,46,"yes","yes",138,"telephone","divorced",0,"no"
"11363",11363,30,"yes","yes",49,"telephone","married",0,"no"
"11364",11364,36,"no","no",318,"telephone","divorced",0,"no"
"11365",11365,33,"no","yes",326,"telephone","single",0,"no"
"11366",11366,57,"no","no",53,"telephone","divorced",0,"no"
"11367",11367,40,"no","no",179,"telephone","married",0,"no"
"11368",11368,41,"no","yes",262,"telephone","married",0,"no"
"11369",11369,41,"no","yes",168,"telephone","married",0,"no"
"11370",11370,30,"no","no",193,"telephone","married",0,"no"
"11371",11371,39,"yes","no",333,"telephone","divorced",0,"no"
"11372",11372,52,"no","yes",241,"telephone","married",0,"no"
"11373",11373,35,"no","no",76,"telephone","married",0,"no"
"11374",11374,40,"no","no",37,"telephone","married",0,"no"
"11375",11375,44,"no","yes",189,"telephone","married",0,"no"
"11376",11376,35,"no","yes",89,"telephone","married",0,"no"
"11377",11377,36,"yes","yes",112,"telephone","divorced",0,"no"
"11378",11378,56,"no","no",489,"telephone","married",0,"no"
"11379",11379,59,"no","yes",141,"telephone","divorced",0,"no"
"11380",11380,36,"no","yes",241,"telephone","married",0,"no"
"11381",11381,47,"no","yes",60,"telephone","divorced",0,"no"
"11382",11382,50,"no","yes",61,"telephone","married",0,"no"
"11383",11383,29,"no","no",24,"telephone","married",0,"no"
"11384",11384,45,"no","yes",62,"telephone","divorced",0,"no"
"11385",11385,39,"no","yes",43,"telephone","married",0,"no"
"11386",11386,48,"no","no",75,"telephone","married",0,"no"
"11387",11387,47,"no","yes",177,"telephone","married",0,"no"
"11388",11388,38,"yes","yes",170,"telephone","single",0,"no"
"11389",11389,38,"no","yes",42,"telephone","married",0,"no"
"11390",11390,51,"no","no",22,"telephone","married",0,"no"
"11391",11391,31,"no","no",99,"telephone","single",0,"no"
"11392",11392,43,"no","yes",139,"telephone","married",0,"no"
"11393",11393,37,"no","no",394,"telephone","single",0,"no"
"11394",11394,33,"yes","no",42,"telephone","married",0,"no"
"11395",11395,51,"no","yes",41,"telephone","married",0,"no"
"11396",11396,37,"no","yes",98,"telephone","married",0,"no"
"11397",11397,26,"no","no",114,"telephone","single",0,"no"
"11398",11398,31,"no","yes",191,"telephone","married",0,"no"
"11399",11399,38,"no","yes",167,"telephone","married",0,"no"
"11400",11400,54,"no","yes",238,"telephone","divorced",0,"no"
"11401",11401,27,"no","no",73,"telephone","married",0,"no"
"11402",11402,36,"no","no",206,"telephone","married",0,"no"
"11403",11403,34,"no","no",160,"telephone","married",0,"no"
"11404",11404,40,"no","yes",156,"telephone","married",0,"no"
"11405",11405,39,"no","no",512,"telephone","divorced",0,"no"
"11406",11406,36,"no","no",50,"telephone","married",0,"no"
"11407",11407,43,"no","no",23,"telephone","married",0,"no"
"11408",11408,33,"no","yes",106,"telephone","married",0,"no"
"11409",11409,43,"no","no",744,"telephone","married",0,"no"
"11410",11410,31,"yes","no",109,"telephone","single",0,"no"
"11411",11411,47,"yes","yes",99,"telephone","divorced",0,"no"
"11412",11412,44,"no","no",241,"telephone","married",0,"no"
"11413",11413,43,"no","yes",246,"telephone","married",0,"no"
"11414",11414,30,"no","yes",59,"telephone","single",0,"no"
"11415",11415,40,"no","yes",63,"telephone","married",0,"no"
"11416",11416,40,"yes","yes",54,"telephone","divorced",0,"no"
"11417",11417,41,"yes","yes",87,"telephone","married",0,"no"
"11418",11418,45,"no","no",973,"telephone","married",0,"yes"
"11419",11419,36,"yes","yes",122,"telephone","married",0,"no"
"11420",11420,34,"no","yes",375,"telephone","married",0,"no"
"11421",11421,50,"no","yes",111,"telephone","married",0,"no"
"11422",11422,38,"yes","no",50,"telephone","divorced",0,"no"
"11423",11423,56,"no","no",35,"telephone","married",0,"no"
"11424",11424,38,"no","no",124,"telephone","married",0,"no"
"11425",11425,32,"no","yes",157,"telephone","married",0,"no"
"11426",11426,29,"yes","no",45,"telephone","married",0,"no"
"11427",11427,47,"no","yes",577,"telephone","married",0,"no"
"11428",11428,47,"yes","no",134,"telephone","married",0,"no"
"11429",11429,28,"no","no",325,"telephone","married",0,"no"
"11430",11430,35,"no","no",170,"telephone","married",0,"no"
"11431",11431,45,"no","no",124,"telephone","married",0,"no"
"11432",11432,46,"no","no",111,"telephone","married",0,"no"
"11433",11433,40,"no","yes",170,"telephone","married",0,"no"
"11434",11434,31,"no","no",40,"telephone","married",0,"no"
"11435",11435,39,"no","yes",368,"telephone","married",0,"no"
"11436",11436,31,"yes","no",25,"telephone","single",0,"no"
"11437",11437,45,"no","yes",528,"telephone","married",0,"no"
"11438",11438,49,"yes","yes",41,"telephone","married",0,"no"
"11439",11439,33,"no","no",398,"telephone","divorced",0,"no"
"11440",11440,38,"no","no",361,"telephone","single",0,"no"
"11441",11441,48,"no","yes",493,"telephone","married",0,"no"
"11442",11442,48,"no","no",470,"telephone","married",0,"no"
"11443",11443,31,"yes","yes",282,"telephone","single",0,"no"
"11444",11444,47,"no","yes",48,"telephone","divorced",0,"no"
"11445",11445,46,"no","yes",856,"telephone","married",0,"yes"
"11446",11446,49,"yes","yes",606,"telephone","divorced",0,"no"
"11447",11447,51,"yes","yes",74,"telephone","married",0,"no"
"11448",11448,36,"no","no",79,"telephone","divorced",0,"no"
"11449",11449,29,"no","no",153,"telephone","single",0,"no"
"11450",11450,45,"no","no",1210,"telephone","married",0,"yes"
"11451",11451,40,"no","yes",716,"telephone","married",0,"yes"
"11452",11452,39,"yes","yes",513,"telephone","married",0,"no"
"11453",11453,49,"no","no",158,"telephone","divorced",0,"no"
"11454",11454,29,"no","no",158,"telephone","single",0,"no"
"11455",11455,29,"no","no",139,"telephone","single",0,"no"
"11456",11456,52,"no","yes",273,"telephone","married",0,"no"
"11457",11457,29,"no","no",364,"telephone","single",0,"no"
"11458",11458,58,"yes","no",218,"telephone","married",0,"no"
"11459",11459,37,"no","no",115,"telephone","married",0,"no"
"11460",11460,34,"yes","yes",280,"telephone","married",0,"no"
"11461",11461,35,"yes","no",109,"telephone","married",0,"no"
"11462",11462,49,"no","no",115,"telephone","married",0,"no"
"11463",11463,49,"no","no",25,"telephone","married",0,"no"
"11464",11464,56,"no","no",75,"telephone","divorced",0,"no"
"11465",11465,34,"yes","no",64,"telephone","married",0,"no"
"11466",11466,40,"no","yes",235,"telephone","married",0,"no"
"11467",11467,29,"yes","yes",95,"telephone","married",0,"no"
"11468",11468,40,"no","no",231,"telephone","married",0,"no"
"11469",11469,59,"no","yes",39,"telephone","divorced",0,"no"
"11470",11470,37,"no","yes",21,"telephone","married",0,"no"
"11471",11471,37,"no","no",31,"telephone","married",0,"no"
"11472",11472,49,"no","no",838,"telephone","married",0,"yes"
"11473",11473,40,"yes","no",64,"telephone","married",0,"no"
"11474",11474,57,"yes","no",1276,"telephone","married",0,"no"
"11475",11475,37,"no","yes",27,"telephone","married",0,"no"
"11476",11476,40,"no","yes",100,"telephone","divorced",0,"no"
"11477",11477,40,"yes","yes",188,"telephone","divorced",0,"no"
"11478",11478,47,"no","yes",141,"telephone","married",0,"no"
"11479",11479,40,"no","no",144,"telephone","married",0,"no"
"11480",11480,50,"no","yes",329,"telephone","divorced",0,"no"
"11481",11481,34,"no","yes",45,"telephone","divorced",0,"no"
"11482",11482,46,"no","no",98,"telephone","married",0,"no"
"11483",11483,48,"no","no",75,"telephone","married",0,"no"
"11484",11484,36,"no","yes",41,"telephone","married",0,"no"
"11485",11485,53,"no","no",258,"telephone","married",0,"no"
"11486",11486,30,"no","no",402,"telephone","single",0,"no"
"11487",11487,53,"no","no",60,"telephone","divorced",0,"no"
"11488",11488,30,"no","no",269,"telephone","married",0,"no"
"11489",11489,32,"no","yes",307,"telephone","single",0,"no"
"11490",11490,46,"no","no",485,"telephone","divorced",0,"no"
"11491",11491,32,"no","no",174,"telephone","married",0,"no"
"11492",11492,37,"no","no",283,"telephone","married",0,"no"
"11493",11493,42,"no","no",1098,"telephone","married",0,"yes"
"11494",11494,49,"no","yes",115,"telephone","divorced",0,"no"
"11495",11495,37,"yes","no",351,"telephone","married",0,"no"
"11496",11496,42,"no","no",89,"telephone","married",0,"no"
"11497",11497,24,"no","yes",113,"telephone","single",0,"no"
"11498",11498,57,"no","yes",471,"telephone","married",0,"no"
"11499",11499,47,"no","yes",256,"telephone","married",0,"no"
"11500",11500,47,"no","no",108,"telephone","married",0,"no"
"11501",11501,38,"no","no",48,"telephone","married",0,"no"
"11502",11502,33,"no","no",76,"telephone","married",0,"no"
"11503",11503,43,"no","no",35,"telephone","married",0,"no"
"11504",11504,51,"no","no",375,"telephone","married",0,"no"
"11505",11505,48,"no","no",63,"telephone","married",0,"no"
"11506",11506,36,"no","no",166,"telephone","married",0,"no"
"11507",11507,32,"no","yes",123,"telephone","married",0,"no"
"11508",11508,26,"yes","no",633,"telephone","single",0,"no"
"11509",11509,37,"yes","no",160,"telephone","single",0,"no"
"11510",11510,45,"no","no",326,"telephone","married",0,"no"
"11511",11511,52,"yes","yes",245,"telephone","divorced",0,"no"
"11512",11512,60,"yes","yes",98,"telephone","divorced",0,"no"
"11513",11513,45,"no","yes",37,"telephone","married",0,"no"
"11514",11514,49,"no","no",95,"telephone","married",0,"no"
"11515",11515,59,"yes","no",19,"telephone","married",0,"no"
"11516",11516,40,"no","no",374,"telephone","married",0,"no"
"11517",11517,36,"yes","yes",172,"telephone","married",0,"no"
"11518",11518,35,"no","yes",74,"telephone","married",0,"no"
"11519",11519,38,"no","no",174,"telephone","married",0,"no"
"11520",11520,38,"no","no",111,"telephone","single",0,"no"
"11521",11521,41,"no","no",256,"telephone","married",0,"no"
"11522",11522,43,"no","no",38,"telephone","married",0,"no"
"11523",11523,52,"no","no",205,"telephone","married",0,"no"
"11524",11524,56,"no","yes",471,"telephone","married",0,"no"
"11525",11525,28,"no","no",168,"telephone","single",0,"no"
"11526",11526,36,"no","yes",19,"telephone","married",0,"no"
"11527",11527,53,"no","yes",211,"telephone","married",0,"no"
"11528",11528,25,"no","yes",534,"telephone","married",0,"no"
"11529",11529,50,"no","no",250,"telephone","divorced",0,"no"
"11530",11530,29,"yes","yes",1149,"telephone","single",0,"yes"
"11531",11531,50,"no","yes",343,"telephone","married",0,"no"
"11532",11532,52,"no","yes",141,"telephone","married",0,"no"
"11533",11533,31,"no","no",1573,"telephone","married",0,"yes"
"11534",11534,52,"no","no",181,"telephone","married",0,"no"
"11535",11535,34,"no","yes",232,"telephone","married",0,"no"
"11536",11536,50,"no","yes",705,"telephone","married",0,"yes"
"11537",11537,45,"yes","no",126,"telephone","married",0,"no"
"11538",11538,36,"yes","no",237,"telephone","single",0,"no"
"11539",11539,41,"no","yes",174,"telephone","married",0,"no"
"11540",11540,42,"no","no",26,"telephone","married",0,"no"
"11541",11541,41,"no","yes",109,"telephone","married",0,"no"
"11542",11542,35,"no","yes",288,"telephone","married",0,"no"
"11543",11543,52,"no","yes",84,"telephone","married",0,"no"
"11544",11544,46,"no","no",73,"telephone","married",0,"no"
"11545",11545,38,"no","yes",11,"telephone","married",0,"no"
"11546",11546,34,"yes","yes",415,"telephone","married",0,"no"
"11547",11547,35,"no","yes",44,"telephone","married",0,"no"
"11548",11548,55,"no","no",23,"telephone","married",0,"no"
"11549",11549,32,"no","yes",446,"telephone","married",0,"no"
"11550",11550,37,"no","no",1663,"telephone","married",0,"yes"
"11551",11551,32,"no","no",459,"telephone","married",0,"no"
"11552",11552,45,"yes","yes",398,"telephone","married",0,"no"
"11553",11553,36,"no","yes",560,"telephone","married",0,"yes"
"11554",11554,41,"yes","yes",248,"telephone","married",0,"no"
"11555",11555,54,"no","no",124,"telephone","divorced",0,"no"
"11556",11556,55,"no","no",154,"telephone","married",0,"no"
"11557",11557,29,"no","yes",1617,"telephone","married",0,"yes"
"11558",11558,39,"no","yes",127,"telephone","single",0,"no"
"11559",11559,53,"no","no",421,"telephone","married",0,"no"
"11560",11560,41,"no","yes",591,"telephone","married",0,"no"
"11561",11561,58,"no","yes",165,"telephone","married",0,"no"
"11562",11562,36,"yes","yes",170,"telephone","married",0,"no"
"11563",11563,44,"no","yes",618,"telephone","married",0,"no"
"11564",11564,31,"no","no",70,"telephone","single",0,"no"
"11565",11565,38,"no","no",1478,"telephone","married",0,"no"
"11566",11566,33,"no","no",110,"telephone","married",0,"no"
"11567",11567,58,"no","no",40,"telephone","married",0,"no"
"11568",11568,58,"no","yes",570,"telephone","married",0,"yes"
"11569",11569,50,"no","no",519,"telephone","divorced",0,"no"
"11570",11570,44,"yes","no",39,"telephone","divorced",0,"no"
"11571",11571,39,"no","yes",14,"telephone","married",0,"no"
"11572",11572,33,"no","yes",36,"telephone","married",0,"no"
"11573",11573,43,"no","no",67,"telephone","married",0,"no"
"11574",11574,36,"no","no",825,"telephone","divorced",0,"no"
"11575",11575,44,"no","no",263,"telephone","married",0,"no"
"11576",11576,43,"no","no",1422,"telephone","married",0,"yes"
"11577",11577,31,"no","yes",55,"telephone","married",0,"no"
"11578",11578,27,"no","yes",172,"telephone","married",0,"no"
"11579",11579,49,"no","yes",553,"telephone","married",0,"no"
"11580",11580,35,"no","no",15,"telephone","married",0,"no"
"11581",11581,48,"no","no",81,"telephone","married",0,"no"
"11582",11582,47,"no","yes",150,"telephone","married",0,"no"
"11583",11583,36,"no","yes",324,"telephone","married",0,"no"
"11584",11584,42,"no","yes",93,"telephone","married",0,"no"
"11585",11585,59,"no","no",62,"telephone","married",0,"no"
"11586",11586,57,"no","no",19,"telephone","married",0,"no"
"11587",11587,54,"no","yes",47,"telephone","married",0,"no"
"11588",11588,53,"no","yes",16,"telephone","married",0,"no"
"11589",11589,27,"yes","no",134,"telephone","single",0,"no"
"11590",11590,44,"no","no",9,"telephone","married",0,"no"
"11591",11591,35,"no","yes",176,"telephone","divorced",0,"no"
"11592",11592,26,"no","no",25,"telephone","married",0,"no"
"11593",11593,34,"no","no",238,"telephone","married",0,"no"
"11594",11594,43,"no","yes",17,"telephone","married",0,"no"
"11595",11595,33,"no","no",9,"telephone","single",0,"no"
"11596",11596,36,"no","no",25,"telephone","single",0,"no"
"11597",11597,35,"no","yes",14,"telephone","married",0,"no"
"11598",11598,46,"no","yes",365,"telephone","divorced",0,"no"
"11599",11599,34,"no","no",267,"telephone","single",0,"no"
"11600",11600,56,"no","no",11,"telephone","married",0,"no"
"11601",11601,28,"yes","yes",12,"telephone","single",0,"no"
"11602",11602,54,"no","no",8,"telephone","married",0,"no"
"11603",11603,35,"no","yes",55,"telephone","single",0,"no"
"11604",11604,29,"yes","no",76,"telephone","married",0,"no"
"11605",11605,40,"no","no",9,"telephone","married",0,"no"
"11606",11606,38,"yes","no",13,"telephone","single",0,"no"
"11607",11607,40,"no","no",28,"telephone","single",0,"no"
"11608",11608,28,"no","no",17,"telephone","married",0,"no"
"11609",11609,46,"no","no",47,"telephone","married",0,"no"
"11610",11610,36,"no","yes",31,"telephone","married",0,"no"
"11611",11611,43,"no","no",8,"telephone","married",0,"no"
"11612",11612,42,"no","no",8,"telephone","married",0,"no"
"11613",11613,36,"yes","yes",11,"telephone","married",0,"no"
"11614",11614,58,"no","yes",158,"telephone","married",0,"no"
"11615",11615,35,"no","no",81,"telephone","single",0,"no"
"11616",11616,52,"no","yes",14,"telephone","married",0,"no"
"11617",11617,27,"no","yes",25,"telephone","single",0,"no"
"11618",11618,28,"no","no",9,"telephone","married",0,"no"
"11619",11619,56,"no","no",154,"telephone","single",0,"no"
"11620",11620,37,"no","no",34,"telephone","married",0,"no"
"11621",11621,36,"no","no",264,"telephone","single",0,"no"
"11622",11622,48,"yes","no",29,"telephone","married",0,"no"
"11623",11623,40,"no","no",20,"telephone","married",0,"no"
"11624",11624,32,"yes","no",13,"telephone","single",0,"no"
"11625",11625,58,"yes","yes",152,"telephone","divorced",0,"no"
"11626",11626,43,"no","no",44,"telephone","married",0,"no"
"11627",11627,48,"no","no",29,"telephone","married",0,"no"
"11628",11628,49,"no","yes",25,"telephone","married",0,"no"
"11629",11629,36,"no","yes",34,"telephone","married",0,"no"
"11630",11630,43,"no","no",10,"telephone","single",0,"no"
"11631",11631,31,"yes","no",34,"telephone","single",0,"no"
"11632",11632,35,"no","no",17,"telephone","single",0,"no"
"11633",11633,35,"no","no",14,"telephone","single",0,"no"
"11634",11634,58,"no","yes",29,"telephone","married",0,"no"
"11635",11635,46,"no","no",134,"telephone","married",0,"no"
"11636",11636,55,"yes","yes",17,"telephone","divorced",0,"no"
"11637",11637,41,"no","no",268,"telephone","married",0,"no"
"11638",11638,34,"yes","yes",22,"telephone","married",0,"no"
"11639",11639,41,"no","yes",82,"telephone","married",0,"no"
"11640",11640,50,"no","no",10,"telephone","married",0,"no"
"11641",11641,28,"no","yes",652,"telephone","married",0,"no"
"11642",11642,33,"no","no",16,"telephone","single",0,"no"
"11643",11643,46,"no","yes",9,"telephone","divorced",0,"no"
"11644",11644,59,"no","yes",435,"telephone","married",0,"no"
"11645",11645,46,"no","no",10,"telephone","married",0,"no"
"11646",11646,29,"yes","no",123,"telephone","single",0,"no"
"11647",11647,39,"yes","no",8,"telephone","divorced",0,"no"
"11648",11648,53,"no","no",16,"telephone","married",0,"no"
"11649",11649,35,"no","no",179,"telephone","married",0,"no"
"11650",11650,41,"no","yes",13,"telephone","married",0,"no"
"11651",11651,57,"no","no",14,"telephone","married",0,"no"
"11652",11652,39,"no","yes",524,"telephone","divorced",0,"no"
"11653",11653,58,"no","no",74,"telephone","married",0,"no"
"11654",11654,53,"yes","no",23,"telephone","divorced",0,"no"
"11655",11655,57,"no","yes",850,"telephone","married",0,"no"
"11656",11656,43,"no","yes",818,"telephone","married",0,"no"
"11657",11657,37,"no","no",126,"telephone","married",0,"no"
"11658",11658,33,"no","no",15,"telephone","single",0,"no"
"11659",11659,54,"no","no",7,"telephone","married",0,"no"
"11660",11660,45,"yes","no",49,"telephone","married",0,"no"
"11661",11661,44,"no","yes",40,"telephone","married",0,"no"
"11662",11662,58,"no","no",15,"telephone","married",0,"no"
"11663",11663,42,"yes","no",4,"telephone","married",0,"no"
"11664",11664,39,"no","no",32,"telephone","married",0,"no"
"11665",11665,44,"no","no",8,"telephone","single",0,"no"
"11666",11666,57,"yes","yes",12,"telephone","married",0,"no"
"11667",11667,39,"no","yes",77,"telephone","married",0,"no"
"11668",11668,48,"no","yes",9,"telephone","married",0,"no"
"11669",11669,40,"no","yes",17,"telephone","married",0,"no"
"11670",11670,45,"yes","no",8,"telephone","divorced",0,"no"
"11671",11671,37,"no","yes",7,"telephone","divorced",0,"no"
"11672",11672,26,"no","no",11,"telephone","single",0,"no"
"11673",11673,57,"yes","no",20,"telephone","married",0,"no"
"11674",11674,31,"no","yes",16,"telephone","single",0,"no"
"11675",11675,45,"no","yes",26,"telephone","married",0,"no"
"11676",11676,29,"yes","yes",10,"telephone","single",0,"no"
"11677",11677,36,"no","no",285,"telephone","married",0,"no"
"11678",11678,56,"no","yes",39,"telephone","divorced",0,"no"
"11679",11679,36,"no","yes",16,"telephone","single",0,"no"
"11680",11680,33,"no","no",11,"telephone","single",0,"no"
"11681",11681,34,"yes","yes",37,"telephone","married",0,"no"
"11682",11682,53,"no","yes",9,"telephone","married",0,"no"
"11683",11683,55,"no","yes",7,"telephone","married",0,"no"
"11684",11684,34,"no","yes",205,"telephone","single",0,"no"
"11685",11685,42,"no","yes",408,"telephone","married",0,"no"
"11686",11686,39,"no","no",27,"telephone","married",0,"no"
"11687",11687,53,"no","yes",376,"telephone","married",0,"no"
"11688",11688,30,"no","yes",9,"telephone","divorced",0,"no"
"11689",11689,31,"yes","yes",15,"telephone","single",0,"no"
"11690",11690,35,"no","yes",46,"telephone","married",0,"no"
"11691",11691,43,"yes","no",1023,"telephone","married",0,"yes"
